roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,recent_math_score,recent_writing_score,recent_science_score,gpa_letter,gpa
std-2701,male,group B,high school,0,1,47,74,58,C,62.25
std-2702,male,group B,high school,1,0,46,54,56,C,60.75
std-2703,male,group B,some high school,0,0,42,85,57,B,70
std-2704,male,group C,some college,0,0,60,37,68,C,61.5
std-2705,male,group D,high school,0,0,31,61,36,D,49.25
std-2706,male,group B,bachelor's degree,1,0,66,84,45,B,64.75
std-2707,male,group E,some college,1,1,43,92,36,B,67.75
std-2708,male,group C,bachelor's degree,1,1,74,100,76,A,87.5
std-2709,male,group B,some college,1,1,95,93,91,A,94.25
std-2710,male,group B,some high school,1,1,0,51,76,C,56.75
std-2711,male,group C,high school,1,0,25,53,91,C,56.25
std-2712,male,group D,master's degree,1,0,36,70,66,C,57
std-2713,male,group D,high school,1,1,44,71,69,C,57.5
std-2714,male,group B,bachelor's degree,1,1,40,67,59,B,64.75
std-2715,male,group D,some college,1,1,40,36,84,C,52.75
std-2716,male,group C,some college,0,0,74,70,49,C,61.25
std-2717,male,group B,high school,0,0,69,70,53,C,60.25
std-2718,male,group B,bachelor's degree,0,0,66,75,12,C,54.75
std-2719,male,group E,high school,1,0,94,65,53,B,69.25
std-2720,male,group E,bachelor's degree,1,1,56,66,88,B,70.25
std-2721,male,group A,high school,1,0,13,88,41,C,54.75
std-2722,male,group C,some college,0,0,37,78,34,C,53.25
std-2723,male,group A,some high school,1,0,10,87,75,B,68
std-2724,male,group E,associate's degree,1,0,77,58,83,B,75.75
std-2725,male,group D,master's degree,0,1,89,67,78,A,83.25
std-2726,male,group D,associate's degree,0,0,48,78,72,C,61.75
std-2727,male,group D,bachelor's degree,1,0,49,81,71,B,66.5
std-2728,male,group C,associate's degree,1,0,100,88,51,A,84
std-2729,male,group C,master's degree,1,0,74,96,100,A,86.25
std-2730,male,group B,some high school,0,1,37,71,64,C,62
std-2731,male,group D,high school,1,0,46,33,83,B,64.25
std-2732,male,group B,some high school,1,0,46,74,68,C,62
std-2733,male,group E,some high school,1,1,24,52,98,B,64.75
std-2734,male,group E,master's degree,1,0,57,90,52,C,58.75
std-2735,male,group E,some college,1,1,49,42,92,C,61.25
std-2736,male,group D,associate's degree,0,0,58,100,9,C,58.25
std-2737,male,group A,some high school,0,1,12,72,49,D,48
std-2738,male,group B,some college,0,0,24,90,76,C,60
std-2739,male,group D,bachelor's degree,0,1,43,49,74,C,56.75
std-2740,male,group C,associate's degree,0,1,53,59,73,B,69
std-2741,male,group E,some college,1,0,57,89,35,C,60.75
std-2742,male,group C,some college,1,0,30,52,24,Fail,36
std-2743,male,group D,associate's degree,1,0,74,75,93,A,85.5
std-2744,male,group B,associate's degree,0,0,58,91,55,B,70
std-2745,male,group D,bachelor's degree,0,1,93,74,89,A,81.75
std-2746,male,group A,high school,1,0,26,55,79,B,62.75
std-2747,male,group E,some college,1,1,100,70,52,C,62.25
std-2748,male,group C,some college,1,0,72,67,48,B,67.5
std-2749,male,group B,some college,1,0,58,41,60,C,56.25
std-2750,male,group E,some high school,0,0,0,55,88,C,54
std-2751,male,group B,high school,1,0,39,80,90,B,72
std-2752,male,group D,associate's degree,1,0,30,70,36,C,59
std-2753,male,group C,associate's degree,1,1,18,100,81,B,74.75
std-2754,male,group D,some high school,1,1,38,72,47,C,58.25
std-2755,male,group B,some high school,1,1,44,78,35,C,60.25
std-2756,male,group E,some college,1,0,19,60,78,C,56.5
std-2757,male,group B,some college,1,1,64,88,82,B,79
std-2758,male,group E,bachelor's degree,0,0,54,85,60,B,72.25
std-2759,male,group D,associate's degree,1,0,61,72,37,C,60.25
std-2760,male,group B,some college,1,0,70,57,58,B,63.75
std-2761,male,group C,associate's degree,0,1,61,44,78,B,68.5
std-2762,male,group C,high school,1,0,34,77,87,B,64.25
std-2763,male,group E,associate's degree,1,1,44,49,49,C,58.75
std-2764,male,group C,some high school,1,0,33,52,84,C,57.25
std-2765,male,group B,associate's degree,0,0,59,46,64,C,58.25
std-2766,male,group A,bachelor's degree,0,0,22,67,78,C,58.75
std-2767,male,group B,some college,0,0,66,54,38,C,56.25
std-2768,male,group B,master's degree,0,1,54,55,82,C,61
std-2769,male,group C,high school,1,0,61,74,94,B,75.25
std-2770,male,group D,some college,1,0,37,100,73,B,69
std-2771,male,group B,associate's degree,0,0,31,70,99,B,72.75
std-2772,male,group D,master's degree,1,1,30,59,69,C,59.5
std-2773,male,group D,high school,0,0,36,67,62,C,60.75
std-2774,male,group C,associate's degree,0,0,39,100,44,C,62
std-2775,male,group E,some college,0,0,34,50,55,C,51.75
std-2776,male,group B,high school,1,0,31,54,53,C,59.5
std-2777,male,group E,bachelor's degree,1,1,68,52,56,C,56.5
std-2778,male,group D,some college,1,0,69,29,44,C,53.75
std-2779,male,group D,bachelor's degree,1,1,85,33,86,B,70
std-2780,male,group E,some college,0,0,13,83,68,C,59.75
std-2781,male,group A,some college,0,0,76,67,82,B,76.25
std-2782,male,group C,high school,1,0,99,66,28,C,60.5
std-2783,male,group B,high school,1,1,0,68,78,C,58
std-2784,male,group A,some college,0,0,29,30,65,D,47.25
std-2785,male,group C,high school,1,1,67,48,80,B,72.25
std-2786,male,group E,some college,1,1,41,65,71,C,60.5
std-2787,male,group C,some high school,0,1,100,96,91,A,86.75
std-2788,male,group D,some high school,1,0,68,94,60,B,77.25
std-2789,male,group C,high school,0,1,32,52,67,D,44.25
std-2790,male,group B,some high school,1,1,37,75,38,C,59.25
std-2791,male,group A,high school,1,0,100,87,66,B,76.5
std-2792,male,group C,high school,0,0,16,81,80,C,56.75
std-2793,male,group C,associate's degree,0,1,78,51,59,B,67
std-2794,male,group C,associate's degree,0,0,56,68,64,B,72
std-2795,male,group D,some college,1,1,42,64,83,B,66
std-2796,male,group D,bachelor's degree,1,0,42,50,46,D,47.5
std-2797,male,group D,high school,1,0,31,74,61,D,49.5
std-2798,male,group D,associate's degree,1,0,28,77,73,C,52
std-2799,male,group C,some high school,1,1,72,100,67,A,84.75
std-2800,male,group D,some high school,0,1,18,49,70,C,55.75
std-2801,male,group C,bachelor's degree,1,1,49,57,77,B,70.75
std-2802,male,group D,high school,1,0,29,74,59,C,54.5
std-2803,male,group E,some college,0,0,45,49,88,C,60.75
std-2804,male,group C,bachelor's degree,0,0,47,70,32,C,55.75
std-2805,male,group A,some college,1,0,62,54,59,B,68.25
std-2806,male,group D,associate's degree,1,1,33,83,27,D,40
std-2807,male,group E,some high school,0,1,74,79,58,B,74.5
std-2808,male,group D,high school,1,0,36,74,72,C,60.75
std-2809,male,group B,some college,1,1,93,71,47,B,71.75
std-2810,male,group C,some college,1,0,36,40,77,B,62.75
std-2811,male,group A,bachelor's degree,0,1,79,94,38,B,75
std-2812,male,group D,some college,1,1,49,52,58,B,64.75
std-2813,male,group C,associate's degree,0,1,76,57,59,B,69.75
std-2814,male,group B,high school,0,0,89,50,91,C,61.75
std-2815,male,group C,some high school,0,1,42,61,21,C,51.25
std-2816,male,group D,some high school,0,0,100,56,63,B,76.25
std-2817,male,group C,bachelor's degree,1,0,50,62,57,C,56.75
std-2818,male,group C,some college,0,0,69,96,71,A,84
std-2819,male,group D,high school,1,0,26,34,61,C,54
std-2820,male,group A,some high school,1,1,60,30,68,C,53
std-2821,male,group B,associate's degree,1,0,82,99,97,A,93.25
std-2822,male,group B,some high school,1,1,78,59,66,B,71.5
std-2823,male,group D,master's degree,1,0,72,66,37,C,56.5
std-2824,male,group C,high school,0,0,60,57,87,B,68.75
std-2825,male,group C,high school,0,0,70,10,74,C,52.25
std-2826,male,group E,some high school,0,1,34,66,80,C,58.5
std-2827,male,group D,some college,1,1,41,90,46,C,58.25
std-2828,male,group C,some college,1,1,50,75,43,C,59.75
std-2829,male,group B,high school,0,0,71,64,91,B,78.75
std-2830,male,group C,associate's degree,1,1,22,67,59,C,58.75
std-2831,male,group B,associate's degree,1,0,77,89,62,B,73
std-2832,male,group D,master's degree,0,1,33,42,78,C,60.25
std-2833,male,group D,some college,1,0,100,72,100,A,91.75
std-2834,male,group C,high school,1,0,52,49,88,B,72.25
std-2835,male,group E,associate's degree,1,0,51,71,88,B,69.25
std-2836,male,group D,high school,1,0,45,66,74,B,63.25
std-2837,male,group D,associate's degree,1,0,9,58,67,D,43.75
std-2838,male,group C,associate's degree,1,0,79,60,72,B,74.75
std-2839,male,group D,some high school,0,0,84,47,48,C,57.75
std-2840,Boy,group B,high school,1,0,60,85,79,B,76
std-2841,male,group D,some college,1,0,31,62,50,C,53.5
std-2842,male,group C,some high school,1,0,8,66,47,D,44
std-2843,male,group D,high school,1,1,43,61,61,B,66.25
std-2844,male,group E,some college,0,0,77,67,27,C,61.75
std-2845,male,group B,high school,0,0,18,99,78,B,70
std-2846,male,group C,high school,1,1,48,91,100,B,73.25
std-2847,male,group D,bachelor's degree,0,0,29,100,62,B,64.5
std-2848,male,group E,associate's degree,1,0,55,77,12,C,61
std-2849,male,group A,associate's degree,1,0,25,73,46,C,55.75
std-2850,male,group B,high school,1,0,53,50,9,D,47.25
std-2851,male,group A,associate's degree,0,0,43,59,41,C,60
std-2852,male,group E,some high school,1,0,38,87,48,C,62
std-2853,male,group B,master's degree,0,1,64,82,78,B,78
std-2854,male,group E,bachelor's degree,1,1,70,43,33,C,54.5
std-2855,male,group B,high school,0,0,97,54,100,B,77.25
std-2856,male,group A,some college,0,1,16,39,97,C,57.5
std-2857,male,group C,associate's degree,0,0,55,55,77,B,71.25
std-2858,male,group D,bachelor's degree,1,1,49,61,76,B,63.25
std-2859,male,group C,master's degree,0,0,69,91,39,B,67.5
std-2860,male,group C,high school,1,0,37,66,66,B,65.25
std-2861,male,group C,bachelor's degree,0,0,81,94,83,A,89
std-2862,male,group C,master's degree,0,0,22,73,51,C,53
std-2863,male,group C,some college,1,0,95,51,100,B,74.5
std-2864,male,group E,high school,0,0,13,29,40,D,43.5
std-2865,male,group C,master's degree,1,1,26,62,54,C,57.75
std-2866,male,group B,some college,0,1,\t41,100,74,B,71.5
std-2867,male,group D,associate's degree,1,0,42,100,88,B,73.75
std-2868,male,group C,associate's degree,1,0,48,42,41,C,54.5
std-2869,male,group E,some high school,1,0,44,44,36,C,51
std-2870,male,group A,some high school,1,1,45,73,71,B,66
std-2871,male,group D,high school,1,1,74,59,62,C,56.25
std-2872,\tmale,group C,associate's degree,0,1,63,45,75,C,60
std-2873,male,group D,some high school,1,0,13,68,31,C,50.75
std-2874,male,group E,some college,1,0,67,81,41,B,65.75
std-2875,male,group D,bachelor's degree,1,1,40,57,87,B,63.75
std-2876,male,group B,master's degree,1,0,21,95,58,B,65.25
std-2877,male,group D,associate's degree,0,1,63,100,44,B,68.75
std-2878,male,group B,high school,1,0,47,76,75,B,65.75
std-2879,male,group C,associate's degree,0,0,46,91,81,B,79.5
std-2880,male,group B,high school,1,0,43,61,39,C,56.75
std-2881,male,group E,master's degree,1,0,17,23,50,Fail,34.5
std-2882,male,group C,bachelor's degree,1,0,80,67,87,B,73.5
std-2883,male,group C,bachelor's degree,0,0,20,76,26,C,55.5
std-2884,male,group C,some college,1,1,86,100,90,A,87.75
std-2885,male,group A,some college,1,0,27,29,41,Fail,35.5
std-2886,male,group D,high school,1,0,59,100,60,B,79.75
std-2887,male,group B,some college,1,1,59,61,56,B,69
std-2888,male,group C,high school,1,0,52,71,81,B,66
std-2889,male,group D,some college,0,1,33,64,53,C,52
std-2890,male,group E,master's degree,1,1,27,66,16,D,48
std-2891,male,group B,associate's degree,0,0,33,45,74,C,57.5
std-2892,male,group D,associate's degree,1,0,45,79,43,B,63
std-2893,male,group D,some college,1,0,66,85,39,C,58.75
std-2894,male,group C,some college,0,0,52,100,60,C,61
std-2895,male,group D,associate's degree,1,0,32,56,67,C,50.25
std-2896,male,group C,master's degree,1,1,20,80,59,C,60.5
std-2897,male,group A,master's degree,0,0,29,62,51,C,55.25
std-2898,male,group D,some high school,1,0,36,69,83,B,72
std-2899,male,group C\n,associate's degree,1,0,23,69,81,B,63.75
std-2900,male,group A,some college,0,0,48,63,51,C,57.5
std-2901,male,group D,bachelor's degree,1,0,36,10,35,Fail,35
std-2902,male,group C,master's degree,1,1,69,46,71,B,69.25
std-2903,male,group C,some college,0,0,54,53,70,B,63.75
std-2904,male,group B,high school,0,0,48,78,61,B,68
std-2905,male,group D,bachelor's degree,0,0,55,82,94,B,67.5
std-2906,male,group B,some college,1,1,20,70,56,C,61.5
std-2907,male,group B,some college,1,1,100,51,47,B,71.5
std-2908,male,group C,bachelor's degree,1,0,20,75,41,D,48
std-2909,male,group C,high school,1,0,75,50,59,B,71
std-2910,male,group D,some high school,1,1,36,72,86,B,67.5
std-2911,male,group C,some college,1,0,52,22,55,C,54.5
std-2912,male,group E,bachelor's degree,0,1,42,86,38,C,61
std-2913,male,group D,some college,1,1,47,78,100,B,77
std-2914,male,group D,high school,0,0,38,74,60,B,64.25
std-2915,male,group D,associate's degree,1,1,33,52,82,C,56.5
std-2916,male,group B,high school,1,0,44,95,44,C,52.75
std-2917,male,group C,some college,1,0,44,30,86,C,61.25
std-2918,male,group E,high school,0,0,34,64,31,D,45.75
std-2919,male,group D,high school,1,0,13,52,45,D,46.75
std-2920,male,group D,high school,1,0,61,67,100,B,69.25
std-2921,male,group E,bachelor's degree,0,1,81,37,50,C,54.75
std-2922,male,group C,some college,1,0,77,71,78,B,72
std-2923,male,group B,associate's degree,1,0,13,70,51,C,50
std-2924,male,group B,high school,0,0,25,61,72,C,61.25
std-2925,male,group B,some high school,0,0,37,77,72,B,64
std-2926,male,group D,some college,1,0,29,47,44,D,49.75
std-2927,male,group E,some college,0,1,45,88,98,A,82.75
std-2928,male,group A,high school,1,0,15,63,50,D,44.5
std-2929,male,group B,some college,1,0,88,83,79,A,85.75
std-2930,male,group B,some college,1,0,71,32,77,B,64.5
std-2931,male,group D,some college,1,0,39,79,100,B,79.5
std-2932,male,group C,some high school,1,1,58,94,72,B,70.25
std-2933,male,group E,some college,1,0,36,100,62,B,74.5
std-2934,male,group E,high school,1,1,29,79,75,C,56.75
std-2935,male,group B,high school,1,0,45,90,70,B,76.25
std-2936,male,group C\n,some college,1,1,80,58,52,B,70.75
std-2937,male,group E,master's degree,0,0,0,45,49,Fail,35.75
std-2938,male,group D,associate's degree,0,0,28,56,30,D,49.25
std-2939,male,group D,associate's degree,1,0,10,65,48,C,52.75
std-2940,male,group D,bachelor's degree,0,1,64,66,58,B,68.75
std-2941,male,group B,high school,1,0,39,59,56,D,49.5
std-2942,male,group E,some college,1,1,17,49,79,C,59
std-2943,male,group B,bachelor's degree,0,1,49,85,79,B,78.25
std-2944,male,group E,some high school,0,0,39,52,46,D,49.25
std-2945,male,group C,bachelor's degree,0,0,80,82,64,A,81.5
std-2946,male,group B,some college,0,0,42,60,65,B,63
std-2947,male,group C,bachelor's degree,0,1,63,100,77,B,74.25
std-2948,male,group D,associate's degree,1,0,20,71,100,B,68.25
std-2949,male,group D,master's degree,1,0,71,31,35,D,48.75
std-2950,male,group C,bachelor's degree,0,0,68,56,94,B,70.25
std-2951,male,group E,associate's degree,0,1,41,59,55,C,55.75
std-2952,male,group A,some college,1,0,29,75,78,C,61.5
std-2953,male,group D,bachelor's degree,0,1,86,52,48,B,65.25
std-2954,male,group B,some high school,1,1,57,52,67,C,61.5
std-2955,male,group D,high school,0,0,44,99,63,B,75
std-2956,male,group C,some college,1,1,51,55,49,B,63
std-2957,male,group D,associate's degree,1,1,53,58,81,B,70.75
std-2958,male,group C,high school,0,1,58,45,85,B,68.5
std-2959,male,group B,some high school,1,0,81,39,76,C,58.75
std-2960,male,group C,high school,1,0,75,69,92,B,74.5
std-2961,male,group B,bachelor's degree,0,1,39,64,28,C,51.5
std-2962,male,group E,bachelor's degree,1,1,30,50,71,C,58.5
std-2963,male,group D,bachelor's degree,0,0,38,37,39,C,51
std-2964,male,group C,some college,1,1,32,68,50,C,57.5
std-2965,male,group B,associate's degree,1,0,79,55,23,D,48.75
std-2966,male,group E,bachelor's degree,0,0,32,56,100,C,59.25
std-2967,male,group C,some college,1,0,39,67,60,C,59.75
std-2968,male,group C,some college,1,0,34,35,70,C,50
std-2969,male,group D,high school,0,1,59,95,100,A,88.5
std-2970,male,group E,master's degree,1,1,15,57,74,C,51.5
std-2971,male,group E,high school,1,0,53,74,37,C,59.5
std-2972,male,group E,some high school,1,0,0,34,64,D,43.5
std-2973,male,group A,high school,0,0,54,50,93,B,64
std-2974,male,group D,associate's degree,1,0,62,69,85,B,68.25
std-2975,male,group D,master's degree,1,1,22,84,51,C,56.25
std-2976,male,group D,bachelor's degree,1,0,100,85,89,A,90.75
std-2977,male,group C,bachelor's degree,1,0,96,42,95,B,75.75
std-2978,male,group B,some high school,1,1,62,51,79,B,70.5
std-2979,male,group B,some college,1,0,56,41,78,C,56.75
std-2980,male,group D,some college,1,1,40,90,64,B,64.5
std-2981,male,group B,high school,1,1,75,65,84,B,73
std-2982,male,group C,bachelor's degree,1,1,46,76,77,B,66
std-2983,male,group C\n,bachelor's degree,1,1,88,100,51,B,76
std-2984,male,group D,high school,0,0,38,67,93,B,64
std-2985,male,group D,some high school,1,0,53,77,77,B,74.5
std-2986,male,group D,bachelor's degree,1,0,28,59,57,C,54.25
std-2987,male,group E,some high school,0,0,73,82,42,B,70.25
std-2988,male,group C,some high school,0,1,35,58,91,B,62.5
std-2989,male,group B,high school,0,0,54,68,52,B,65.25
std-2990,male,group D,associate's degree,1,0,32,68,96,B,64.25
std-2991,male,group D,high school,1,1,41,100,100,B,75.25
std-2992,male,group C,some college,1,0,47,77,44,C,57
std-2993,male,group B,some high school,1,1,36,82,64,C,58.75
std-2994,male,group B,associate's degree,1,0,35,54,49,C,54.25
std-2995,male,group A,associate's degree,1,1,63,40,48,C,50.75
std-2996,male,group C,associate's degree,1,0,72,61,87,B,79.75
std-2997,male,group E,some college,1,0,76,29,43,D,46.5
std-2998,male,group B,some college,1,0,32,42,48,C,50.25
std-2999,male,group C,bachelor's degree,1,0,32,89,83,B,67.75
std-3000,male,group D,some high school,0,0,54,48,80,C,58.25
std-3001,male,group C,high school,1,0,45,100,67,C,57.25
std-3002,male,group D,associate's degree,1,0,87,72,68,B,76
std-3003,male,group D,associate's degree,0,1,45,64,53,B,63.25
std-3004,male,group C,high school,1,1,58,35,96,B,63.5
std-3005,male,group E,bachelor's degree,0,1,45,42,63,C,55.75
std-3006,male,group C,high school,1,0,23,85,89,C,60.5
std-3007,male,group B,some college,0,0,66,61,34,D,49.75
